
Dew line Curve
T(K)					P(Pa)					V.Liq(m³/mol)			V.Vap(m³/mol)			x[0]					x[1]					x[2]					y[0]					y[1]					y[2]					
2.5867734175155869e+02	6.1139796408026116e+06	7.5282702203162888e-05	2.6629678838668505e-04	3.9313843158745809e-01	9.0320797148520163e-02	5.1654077126402165e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000002e-02
2.5233710590763482e+02	7.4676315966114290e+06	7.0128602654303092e-05	1.9120952253318848e-04	4.9658767348621019e-01	9.7144566056704434e-02	4.0626776045709034e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4925988037367497e+02	7.8408857801849460e+06	6.8301161655672811e-05	1.7195428429401380e-04	5.3391174524245244e-01	9.8481983354302069e-02	3.6760627140324531e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4768448388272276e+02	7.9893508795508649e+06	6.7456577135150122e-05	1.6392844432467008e-04	5.5143198291594131e-01	9.8890115094296252e-02	3.4967790198976240e-01	9.4085000000000008e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4609918014469841e+02	8.1140303195245424e+06	6.6657286171026514e-05	1.5676346044466466e-04	5.6823215869978727e-01	9.9143931829873855e-02	3.3262390947033882e-01	9.4084999999999985e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4293460936257026e+02	8.2974409553316226e+06	6.5191782967001394e-05	1.4455843596948733e-04	5.9978992555458666e-01	9.9239515023245226e-02	3.0097055942216810e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.3682205886041021e+02	8.4405653971851990e+06	6.2771541009980643e-05	1.2640214186279773e-04	6.5550119911704985e-01	9.8084948112937137e-02	2.4641385277001315e-01	9.4085000000000008e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.3124883983585897e+02	8.3625956415800527e+06	6.0989716516902087e-05	1.1383630020812325e-04	7.0265077853271241e-01	9.5602622220047909e-02	2.0174659924723976e-01	9.4085000000000008e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.2638284900424375e+02	8.1495061346541308e+06	5.9796437322446859e-05	1.0489020279272965e-04	7.4259810996901177e-01	9.2225744898374665e-02	1.6517614513261439e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.2228128370768198e+02	7.8721001524515180e+06	5.9145365733470924e-05	9.8401863123271648e-05	7.7648571084205198e-01	8.8279499463004646e-02	1.3523478969494340e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000002e-02
2.1892386286638609e+02	7.5818037125845505e+06	5.8994149696651686e-05	9.3636881805121458e-05	8.0527164130176010e-01	8.4007477488956317e-02	1.1072088120928349e-01	9.4085000000000008e-01	4.4679999999999991e-02	1.4470000000000000e-02
2.1623958570530516e+02	7.3106865431062095e+06	5.9304025736002813e-05	9.0104232351792730e-05	8.2975987367882420e-01	7.9589535867241434e-02	9.0650590453934435e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.1412923404332355e+02	7.0745338025721619e+06	6.0039251254679909e-05	8.7460494592088171e-05	8.5062638745466690e-01	7.5155186356019615e-02	7.4218426189313458e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.1248350665172129e+02	6.8773899184627607e+06	6.1166668454140649e-05	8.5457154838894167e-05	8.6844060053117689e-01	7.0794491502583920e-02	6.0764907966239221e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.1119627130851558e+02	6.7161497070082501e+06	6.2655487240232253e-05	8.3910142449522977e-05	8.8368264463790425e-01	6.6567256502182259e-02	4.9750098859913293e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4469999999999998e-02
2.1017290737916247e+02	6.5842924695315314e+06	6.4477262459148368e-05	8.2681337427795506e-05	8.9675732561361388e-01	6.2510738481105096e-02	4.0731935905280861e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.0933437238903429e+02	6.4744316414689720e+06	6.6605997801859939e-05	8.1666729890911003e-05	9.0800559095515510e-01	5.8645920486790022e-02	3.3348488558054688e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.0861805471382516e+02	6.3797669538030019e+06	6.9018305572864682e-05	8.0788385974335920e-05	9.1771414595019307e-01	5.4982420898658110e-02	2.7303433151148578e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.0797656784287969e+02	6.2947200839749072e+06	7.1693566021059632e-05	7.9988670305720062e-05	9.2612365373354488e-01	5.1522185881000805e-02	2.2354160385454215e-02	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
